E05000035,Longbridge,Barking and Dagenham,Burglary,Burglary In A Dwelling,4,3,10,6,4,5,8,7,9,17,18,10,5,12,8,5,4,8,5,11,18,19,15,19,9,11,5,2,5,8,14,12,9,15,13,9,4,7,7,1,5,10,15,10,1,10,13,10,3,2,7,1,8,4,6,21,15,6,10,7,6,1,4,5,4,4,7,13,9,7,6,6,2,4,4,1,5,1,6,1,11,3,12,2,5,4,2,2,2,3,3,9,8,12,14,6,5,4,5,5,7,13,3,10,25
E05000036,Mayesbrook,Barking and Dagenham,Burglary,Burglary In A Dwelling,6,5,7,8,4,12,5,5,10,3,5,10,8,2,5,6,3,4,3,8,9,12,5,7,5,4,6,7,6,4,10,6,6,11,12,6,9,5,8,8,12,4,8,9,8,5,5,6,4,1,1,5,9,5,2,7,4,4,6,5,3,1,3,3,7,6,13,6,4,6,5,2,5,5,2,0,4,3,3,4,5,9,8,2,9,7,3,3,6,2,7,3,6,5,7,10,1,9,3,3,5,3,5,6,13
E05000037,Parsloes,Barking and Dagenham,Burglary,Burglary In A Dwelling,6,6,7,8,11,9,6,7,3,5,5,6,7,10,4,7,1,2,1,6,7,6,6,9,11,5,3,10,5,6,3,8,5,12,9,13,11,8,6,5,3,3,8,6,6,2,1,5,3,4,1,6,4,8,2,6,10,10,7,7,3,6,3,3,9,3,3,3,1,2,5,3,6,7,1,1,0,2,1,4,4,16,0,3,4,5,2,2,2,3,5,8,9,5,5,4,3,2,4,1,3,9,1,5,11
E05000038,River,Barking and Dagenham,Burglary,Burglary In A Dwelling,2,5,2,6,12,10,4,13,2,3,2,5,9,13,3,1,3,4,5,11,13,13,8,7,15,9,8,7,8,15,9,7,7,10,10,13,4,4,5,9,4,4,10,8,5,6,4,10,6,8,5,4,2,8,6,10,15,10,5,7,2,8,7,6,6,6,3,5,8,4,5,3,1,3,4,10,3,2,4,3,3,9,8,5,1,5,1,8,7,4,4,3,12,9,3,4,8,6,1,9,7,4,5,0,7
E05000039,Thames,Barking and Dagenham,Burglary,Burglary In A Dwelling,5,7,7,5,4,7,7,7,9,11,1,5,6,11,10,5,5,5,7,9,7,7,5,15,9,6,10,6,5,7,6,6,3,17,8,12,9,6,9,6,7,2,7,9,4,9,6,5,6,6,9,7,6,6,3,7,4,14,2,10,3,3,3,5,11,4,7,8,7,8,6,5,4,6,6,7,4,6,4,11,8,7,8,4,7,8,5,5,8,13,9,7,9,22,10,8,4,3,5,9,3,3,7,2,6
E05000040,Valence,Barking and Dagenham,Burglary,Burglary In A Dwelling,11,9,6,9,8,11,2,6,4,5,12,11,8,8,8,11,11,6,15,5,16,13,7,10,4,4,3,6,9,7,12,17,15,9,17,17,17,24,11,10,5,8,13,15,10,14,15,12,6,6,9,5,6,6,10,25,4,7,6,10,2,2,3,4,5,6,8,9,4,4,4,2,1,4,4,3,6,1,3,5,5,7,9,1,5,8,4,7,2,6,5,5,4,7,7,7,3,4,4,4,3,3,6,8,15
E05000041,Village,Barking and Dagenham,Burglary,Burglary In A Dwelling,6,10,2,6,4,8,6,2,6,7,8,9,12,9,1,9,6,2,7,16,8,11,11,21,12,4,9,11,7,12,12,10,12,9,5,15,9,7,7,15,7,8,6,9,3,5,8,7,9,5,4,9,6,8,9,10,5,4,10,4,4,3,2,5,1,6,6,5,3,12,8,7,5,5,1,2,6,4,0,2,5,4,4,5,1,6,5,3,10,3,6,5,12,3,6,11,6,10,5,6,9,3,9,1,5
E05000042,Whalebone,Barking and Dagenham,Burglary,Burglary In A Dwelling,6,10,7,11,10,10,8,6,5,12,6,5,13,9,5,8,9,10,11,5,13,14,9,13,11,10,7,7,5,11,5,21,14,16,17,16,15,8,8,15,4,7,9,9,15,5,13,16,2,6,5,5,3,4,12,11,8,12,16,23,7,5,9,8,7,4,4,4,15,9,6,6,2,9,5,2,5,1,5,10,9,8,10,5,9,13,4,5,4,4,9,9,5,8,17,7,4,6,2,3,4,9,7,7,11
E05000026,Abbey,Barking and Dagenham,Burglary,Burglary In Other Buildings,3,3,4,2,3,2,5,3,0,8,5,7,3,5,4,4,18,1,0,3,1,4,6,0,7,6,4,3,2,4,5,13,6,10,3,6,0,3,4,2,3,3,3,7,6,2,4,3,5,1,1,1,6,2,5,3,5,1,6,6,1,4,3,2,4,5,2,4,4,0,7,1,3,5,3,3,1,2,2,0,1,5,6,6,8,1,4,10,5,2,2,5,7,5,3,3,7,6,4,9,3,9,3,8,9
E05000027,Alibon,Barking and Dagenham,Burglary,Burglary In Other Buildings,3,4,2,1,0,2,4,3,2,3,0,0,3,0,2,3,4,3,4,5,2,2,1,0,5,1,2,4,5,3,2,7,1,3,1,1,1,3,1,1,1,0,2,2,1,2,2,0,0,3,0,1,1,0,1,0,0,1,3,0,0,2,1,2,2,1,1,0,3,0,4,3,1,2,0,1,6,5,0,0,0,0,5,1,1,4,1,2,3,1,3,1,1,4,2,4,1,0,1,3,4,2,0,0,3
E05000028,Becontree,Barking and Dagenham,Burglary,Burglary In Other Buildings,5,3,3,4,3,6,2,9,5,3,4,6,3,3,5,3,3,6,3,5,4,2,3,4,1,4,10,3,2,3,2,4,4,4,7,0,5,3,3,9,1,2,3,1,3,4,6,6,2,9,2,5,4,5,2,3,2,2,2,0,2,2,2,5,4,2,1,0,0,7,9,2,4,4,5,7,4,3,3,1,1,7,13,6,5,6,3,7,1,3,6,3,2,5,6,6,9,3,6,4,2,3,3,6,6
E05000029,Chadwell Heath,Barking and Dagenham,Burglary,Burglary In Other Buildings,6,7,3,4,6,1,3,4,3,4,0,2,3,4,11,4,3,5,7,3,3,3,5,2,2,2,4,3,3,4,3,0,2,3,3,2,3,1,3,3,3,2,2,3,3,4,3,2,0,2,7,1,3,0,5,0,6,1,1,2,4,3,1,1,3,5,4,3,1,3,4,5,4,1,2,2,0,0,3,0,2,1,7,4,7,6,8,4,0,1,1,3,4,1,3,3,3,3,1,6,3,0,3,6,0
E05000030,Eastbrook,Barking and Dagenham,Burglary,Burglary In Other Buildings,2,4,4,3,3,5,5,3,3,2,3,4,4,3,4,6,4,6,2,3,7,1,2,2,3,3,0,2,5,3,2,3,5,1,1,4,0,0,0,1,3,3,2,1,1,0,3,3,1,4,3,4,1,1,4,1,2,1,0,0,1,0,1,2,3,1,2,0,0,3,1,3,2,4,1,2,1,2,1,0,0,3,2,4,2,2,1,4,2,2,2,3,2,2,2,7,2,3,2,0,3,1,6,1,2
E05000031,Eastbury,Barking and Dagenham,Burglary,Burglary In Other Buildings,3,5,5,1,2,4,4,4,4,1,9,1,0,1,1,7,5,7,3,3,2,0,3,3,4,2,6,2,1,1,2,2,2,2,1,2,0,2,1,2,2,4,2,3,1,6,4,3,3,1,3,1,2,1,3,0,1,3,0,1,2,2,0,1,0,0,2,4,2,0,1,2,1,2,0,1,1,2,3,1,2,1,2,5,1,0,4,1,1,0,2,2,3,2,3,3,1,1,3,0,3,3,2,4,1
E05000032,Gascoigne,Barking and Dagenham,Burglary,Burglary In Other Buildings,3,2,6,4,1,1,0,1,1,2,5,4,1,2,4,6,4,1,1,1,2,2,2,6,6,5,6,4,4,3,1,6,5,7,9,1,1,2,5,2,8,0,1,4,1,0,0,3,4,1,4,3,2,3,3,12,2,3,1,4,10,4,0,8,8,3,3,5,1,3,1,3,4,2,1,2,2,6,6,1,1,3,6,5,4,4,1,4,2,3,1,2,1,3,4,1,6,4,2,2,1,2,5,1,2
E05000033,Goresbrook,Barking and Dagenham,Burglary,Burglary In Other Buildings,2,0,1,3,4,0,2,1,2,1,1,5,0,3,0,1,1,4,8,1,2,0,1,3,0,5,2,3,1,2,1,2,2,1,3,2,1,3,0,1,1,2,5,3,0,2,5,2,3,1,0,1,2,0,1,1,0,0,3,2,3,1,0,3,1,3,1,1,3,2,1,2,1,3,2,0,2,4,1,1,1,0,4,3,0,2,4,4,2,1,5,2,3,2,3,5,2,1,1,1,3,3,5,2,1
E05000034,Heath,Barking and Dagenham,Burglary,Burglary In Other Buildings,6,4,4,1,1,2,5,5,0,4,0,2,6,2,5,2,8,1,7,5,3,4,2,4,2,1,8,5,5,0,4,2,3,2,2,3,2,2,3,2,2,8,2,3,0,2,7,1,0,2,0,3,1,1,0,2,3,0,3,1,2,1,2,0,4,2,1,2,2,5,1,1,2,0,1,0,4,6,3,2,1,0,2,2,4,2,3,1,1,3,5,3,0,4,1,0,3,0,3,2,4,1,1,1,4
E05000035,Longbridge,Barking and Dagenham,Burglary,Burglary In Other Buildings,1,1,2,0,0,3,1,2,6,2,1,6,2,0,0,3,2,6,6,1,2,0,1,3,3,2,1,0,2,0,1,3,5,3,8,0,3,2,0,0,4,1,1,1,2,2,3,1,3,4,1,2,4,1,2,1,1,2,1,1,3,2,1,1,6,6,1,2,0,1,3,1,2,1,4,1,0,1,0,7,2,1,0,4,1,3,2,4,0,1,0,4,1,6,0,1,3,1,1,0,3,2,5,3,2
E05000036,Mayesbrook,Barking and Dagenham,Burglary,Burglary In Other Buildings,2,2,3,4,3,0,0,1,5,7,2,3,5,0,3,1,1,1,4,3,1,1,1,4,0,2,1,1,0,1,1,2,3,7,3,6,2,2,4,1,1,1,4,0,2,3,3,6,4,0,2,1,0,8,6,4,0,3,0,2,0,2,1,0,4,0,2,2,0,2,5,3,1,0,1,1,0,0,3,0,0,2,3,0,0,2,3,0,0,2,2,4,2,2,3,1,1,3,5,1,0,0,2,3,1
E05000037,Parsloes,Barking and Dagenham,Burglary,Burglary In Other Buildings,1,0,1,1,0,3,0,6,0,3,1,2,4,0,3,2,2,2,4,4,0,2,0,2,0,1,5,9,0,1,3,2,3,0,1,2,1,2,0,0,0,0,2,1,2,1,1,1,1,3,0,2,1,0,1,2,0,0,1,0,1,0,0,2,3,2,0,0,1,0,2,0,0,0,0,2,2,0,1,0,1,1,1,3,0,6,0,3,1,0,1,2,3,2,1,2,1,1,0,1,1,2,1,3,2
E05000038,River,Barking and Dagenham,Burglary,Burglary In Other Buildings,2,6,1,3,5,5,3,2,1,2,1,4,4,4,1,1,2,3,4,9,1,7,2,4,5,1,1,4,1,0,1,3,5,1,4,5,1,1,1,3,4,3,1,4,2,2,2,2,1,0,5,4,1,2,1,5,1,0,2,4,1,0,1,1,0,2,2,0,1,4,1,1,5,2,2,2,1,4,2,2,1,3,4,1,1,7,3,8,6,5,3,5,2,4,4,6,1,1,1,0,1,4,10,2,2
E05000039,Thames,Barking and Dagenham,Burglary,Burglary In Other Buildings,6,11,10,8,6,8,11,9,6,4,9,10,9,9,2,4,13,11,7,7,13,5,3,11,9,5,7,4,4,6,5,5,1,5,7,7,9,3,2,5,5,11,2,11,8,7,6,6,8,6,5,11,6,4,6,5,4,4,2,12,8,10,8,6,4,7,7,4,2,5,3,2,3,9,8,3,4,5,6,5,2,6,11,8,3,3,7,5,10,8,4,5,7,14,4,10,4,5,11,6,3,7,7,8,7
E05000040,Valence,Barking and Dagenham,Burglary,Burglary In Other Buildings,1,1,1,1,1,2,1,1,5,3,5,4,2,1,2,3,3,3,2,3,4,4,1,5,6,2,4,1,1,4,1,0,19,7,5,3,0,5,1,3,2,2,2,1,2,3,1,3,6,3,0,1,2,1,0,0,4,0,0,1,0,2,2,2,7,1,1,0,2,2,0,0,1,3,0,1,0,0,1,0,2,2,1,4,3,4,5,2,2,0,3,5,3,2,1,0,1,3,2,0,1,3,0,2,0
E05000041,Village,Barking and Dagenham,Burglary,Burglary In Other Buildings,0,0,6,1,2,3,4,4,0,1,0,1,4,3,8,6,17,1,1,3,2,3,2,7,4,2,6,2,7,0,10,8,11,6,6,6,3,0,0,3,4,3,3,1,0,4,1,0,3,2,4,4,6,3,3,2,2,0,0,2,2,1,2,1,2,2,1,3,8,3,6,3,5,1,5,2,3,1,2,1,0,2,1,3,5,3,2,6,7,2,3,2,4,3,3,6,9,0,1,0,2,6,3,3,2
E05000042,Whalebone,Barking and Dagenham,Burglary,Burglary In Other Buildings,3,5,2,5,6,4,3,4,6,0,5,4,7,4,5,4,7,4,2,4,4,5,8,4,5,5,3,0,2,4,1,5,4,3,3,6,1,5,4,4,6,4,10,4,3,8,3,4,3,6,5,5,4,1,2,1,0,0,3,2,2,3,1,5,1,8,2,6,2,4,4,2,3,3,11,2,1,4,1,3,2,3,9,4,5,11,7,5,3,5,4,0,2,3,3,3,6,3,6,5,2,3,4,6,4
E05000026,Abbey,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,5,3,1,7,5,4,3,3,6,4,2,1,3,5,5,2,6,4,4,3,5,4,3,4,2,3,3,1,3,4,3,4,2,4,2,6,1,4,1,1,0,1,1,3,3,1,2,5,3,0,0,4,0,0,2,2,5,0,2,3,2,1,3,0,0,2,3,2,4,2,3,5,4,2,2,5,4,2,1,3,3,2,0,3,2,3,4,0,1,2,6,0,3,5,3,2,3,1,0,2,1,4,2,1,1
E05000027,Alibon,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2,3,3,4,6,2,5,2,2,4,6,0,2,7,4,4,4,1,3,8,3,4,6,5,5,2,3,2,4,3,0,3,2,2,2,0,3,2,1,4,5,2,4,3,1,6,3,2,3,1,2,1,0,3,6,3,1,1,2,2,3,3,2,2,5,0,1,0,1,3,4,2,1,3,1,2,1,0,2,0,3,2,0,1,2,1,0,4,7,2,1,3,0,1,1,1,6,2,3,2,1,1,4,1,1
E05000028,Becontree,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,3,2,3,5,3,2,7,1,0,4,3,1,3,5,2,2,3,2,4,9,4,4,1,2,4,3,2,2,2,2,1,2,1,2,2,1,5,3,3,2,2,3,1,2,3,1,1,1,4,2,5,3,1,1,4,0,2,4,2,2,2,3,0,1,2,4,1,1,3,4,3,4,3,7,1,6,6,2,2,1,2,1,1,4,5,5,4,5,3,0,5,0,5,1,2,3,3,1,4,1,0,2,4,1,1
E05000029,Chadwell Heath,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,6,8,5,8,6,2,2,7,3,5,5,3,4,6,0,3,1,1,5,1,3,0,1,1,2,3,3,3,2,2,3,1,4,2,1,3,4,2,0,3,3,3,5,0,2,2,2,1,2,1,3,0,5,3,3,3,4,2,2,3,1,3,3,1,2,2,2,2,2,1,0,2,2,4,1,0,2,1,0,0,1,1,2,1,4,0,1,3,1,3,2,1,0,2,0,1,0,0,1,1,1,2,2,0,2
E05000030,Eastbrook,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,3,2,2,3,2,1,3,2,0,0,4,2,1,0,4,2,1,1,2,2,0,1,3,2,1,2,0,1,3,2,1,0,3,1,0,1,1,3,1,2,2,1,2,1,0,2,0,0,2,2,1,0,2,1,0,2,1,0,0,1,0,1,0,1,0,2,2,2,2,0,9,2,4,3,1,0,1,0,0,1,1,2,3,1,1,1,1,1,2,0,0,2,1,1,2,1,0,2,0,1,3,1,0,0,2
E05000031,Eastbury,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,6,4,7,6,5,4,5,4,2,5,6,2,3,2,4,7,0,2,1,1,6,1,1,2,3,4,5,1,4,5,2,3,3,2,0,2,5,1,3,2,2,2,1,0,1,1,1,4,2,2,4,3,2,3,3,3,3,3,5,2,1,0,0,5,3,1,2,1,3,2,1,3,3,4,0,2,2,2,1,2,2,3,2,1,3,3,5,0,3,0,1,1,1,2,1,3,2,1,0,0,2,1,0,2,1
E05000032,Gascoigne,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2,3,2,5,3,4,4,3,2,6,3,7,3,3,1,3,8,3,4,0,3,1,4,4,6,2,6,2,5,3,3,1,3,4,4,1,2,3,4,1,1,2,5,3,3,7,2,0,2,3,4,1,1,3,3,2,2,1,0,1,6,4,2,3,5,1,2,1,3,0,1,3,1,6,1,3,3,6,4,5,0,1,1,3,1,4,3,3,0,2,4,3,0,3,3,2,1,4,2,0,1,0,1,2,1
E05000033,Goresbrook,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,3,5,1,5,7,1,4,1,8,6,1,3,3,4,6,5,3,4,4,2,4,3,4,6,1,1,2,6,1,2,1,2,5,1,2,6,3,4,2,11,1,3,5,7,2,3,7,1,3,1,4,2,2,3,3,4,1,4,6,0,0,1,2,4,2,1,1,4,1,3,1,1,2,1,2,1,3,2,4,2,1,1,4,2,0,3,3,2,1,2,2,2,4,2,4,0,1,3,4,1,1,1,3,1,2
E05000034,Heath,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2,6,5,4,1,4,2,2,0,4,0,2,2,2,4,1,4,1,1,4,6,11,2,3,4,3,2,2,1,5,2,3,2,1,7,0,7,5,1,0,3,5,2,5,4,0,1,5,0,6,0,1,2,5,3,1,1,2,0,1,2,5,1,2,2,2,0,1,2,2,1,7,2,1,3,5,3,1,2,6,3,1,2,1,0,0,7,2,4,0,0,0,0,1,0,1,0,1,1,1,1,1,4,2,1
E05000035,Longbridge,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,4,0,1,4,0,2,5,5,1,1,3,2,1,1,2,2,3,1,0,2,0,2,2,0,0,0,0,4,1,0,0,0,0,1,2,0,1,0,1,2,0,1,3,0,0,0,0,0,1,0,0,0,1,1,1,1,1,3,1,3,0,5,1,2,0,1,0,1,0,3,1,0,1,2,2,0,1,1,2,2,1,6,0,1,0,3,2,0,3,4,2,2,1,2,0,1,1,2,2,0,1,1,3,0,0
E05000036,Mayesbrook,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,3,4,2,7,6,2,2,3,6,4,2,1,3,3,2,3,4,3,4,4,3,2,2,5,4,0,1,1,1,0,1,4,1,1,1,2,0,3,1,0,3,1,0,3,3,2,2,1,1,2,2,1,1,1,3,1,0,2,0,4,1,4,1,2,0,1,3,0,3,4,0,3,1,1,1,2,1,1,0,2,0,3,3,3,1,1,1,0,4,0,3,2,0,2,0,1,2,3,1,3,2,0,0,1,1
E05000037,Parsloes,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2,1,4,3,5,2,5,2,3,3,1,4,2,3,2,3,4,3,3,2,4,2,1,4,1,2,3,1,1,1,0,2,0,2,1,1,1,6,4,1,3,3,1,3,5,1,2,4,0,2,2,3,2,2,1,3,2,1,2,0,1,4,3,1,1,3,1,2,2,1,2,2,2,3,2,5,1,2,1,0,0,0,1,3,2,1,1,5,1,0,4,0,3,8,0,0,0,1,5,1,1,2,2,0,0
E05000038,River,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,4,2,4,2,4,3,1,6,3,1,2,5,0,3,1,1,3,4,3,4,0,5,3,1,3,2,1,0,2,3,4,6,3,9,3,2,0,5,5,5,4,3,1,3,2,4,2,5,3,2,1,2,5,0,1,4,1,1,0,2,2,2,2,3,3,2,2,3,1,4,8,3,5,4,2,3,4,4,5,2,3,2,5,4,3,1,5,10,7,4,1,5,1,1,1,8,1,2,1,3,4,0,3,2,0
E05000039,Thames,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,7,5,3,0,4,3,1,5,3,3,5,2,7,2,3,2,6,8,6,5,4,4,2,1,6,4,2,4,3,0,1,2,2,7,2,3,4,3,1,1,3,3,3,4,1,2,1,2,0,1,2,2,2,3,0,1,3,3,3,4,5,2,4,3,3,2,2,3,4,3,2,5,0,11,7,8,2,0,2,3,0,1,3,2,4,3,4,4,5,3,2,6,4,2,1,1,4,1,2,1,3,5,2,3,1
E05000040,Valence,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,3,2,5,1,2,1,0,0,4,3,1,2,1,2,1,2,1,7,1,2,6,7,2,4,0,3,4,0,1,2,6,3,0,1,5,4,0,2,1,2,2,1,2,2,1,0,2,2,1,2,3,2,4,0,0,0,0,1,1,0,0,2,1,5,1,1,0,5,4,0,2,1,2,2,2,1,1,0,1,1,2,2,2,2,1,2,0,3,3,1,1,1,2,0,0,1,1,3,1,1,0,1,1,1,0
E05000041,Village,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,6,4,3,3,3,2,7,5,3,3,4,5,3,4,4,2,2,6,2,2,2,3,1,2,1,5,5,3,4,3,1,1,1,2,5,1,0,1,4,2,3,3,2,2,5,3,2,0,3,3,4,4,3,5,3,2,1,1,3,2,4,3,6,2,2,0,3,2,1,2,1,3,2,3,2,3,2,4,1,1,2,0,0,2,1,3,2,1,4,3,1,1,3,1,3,2,0,0,1,1,4,1,2,3,1
E05000042,Whalebone,Barking and Dagenham,Criminal Damage,Criminal Damage To Dwelling,2,2,4,0,3,0,2,0,2,3,1,2,1,4,3,2,2,1,0,0,3,3,1,7,1,2,0,1,2,3,1,1,2,1,1,4,1,2,0,1,1,2,1,1,2,2,1,2,1,0,1,0,1,4,2,0,0,0,0,2,5,3,7,0,1,3,3,6,1,2,0,4,1,1,0,1,1,3,1,1,2,1,2,2,1,0,1,4,0,1,2,2,0,0,1,1,4,5,1,2,3,0,3,1,0
E05000026,Abbey,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,7,7,8,3,2,6,4,5,4,5,6,4,6,4,11,2,10,4,5,5,5,3,6,3,3,3,8,1,3,2,3,4,9,4,4,6,1,1,3,3,5,2,3,5,2,5,1,9,4,2,6,3,5,7,3,3,7,2,4,4,7,6,6,3,6,4,1,3,8,10,5,3,6,4,1,3,9,5,7,3,4,5,5,4,6,6,7,3,6,4,9,3,4,6,4,3,7,7,5,5,2,2,5,5,3
E05000027,Alibon,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,8,9,16,5,9,1,10,7,3,4,12,4,16,2,4,2,5,1,0,7,2,3,4,3,4,4,4,4,1,4,2,4,3,6,10,2,4,2,5,3,3,3,3,1,7,7,2,2,1,3,2,2,4,1,11,3,4,1,6,3,1,4,5,4,2,3,3,5,2,2,3,3,2,8,5,5,5,1,6,5,3,2,0,3,6,4,4,3,4,4,4,4,1,11,2,2,6,9,4,4,2,3,1,1,2
E05000028,Becontree,Barking and Dagenham,Criminal Damage,Criminal Damage To Motor Vehicle,3,3,10,6,2,6,9,4,5,8,7,9,3,10,5,7,4,2,6,6,4,5,3,2,0,1,7,1,3,5,3,1,3,3,3,2,4,3,2,3,1,4,2,3,3,2,4,2,2,5,1,6,11,0,3,7,0,3,1,4,5,1,4,5,7,8,17,3,5,20,7,14,5,7,2,5,9,6,6,4,3,3,10,8,4,10,4,6,20,7,10,3,5,8,4,2,7,6,9,2,2,1,3,3,3
